time_period,rainfall,mean_temperature,disease_cases,Disease-lag1,Disease-lag2,Temperature-lag1
01/01/2003,0.0,20.400000000000002,87.99999999999999,NaN,NaN,NaN
08/01/2003,0.0,18.96,83.19999999999999,87.99999999999999,NaN,20.400000000000002
15/01/2003,0.0,17.664,84.87999999999998,83.19999999999999,87.99999999999999,18.96
22/01/2003,0.0,17.397600000000004,87.89199999999997,84.87999999999998,83.19999999999999,17.664
29/01/2003,0.0,17.157840000000004,92.10279999999995,87.89199999999997,84.87999999999998,17.397600000000004
05/02/2003,0.0,16.223874181818186,100.98342909090901,92.10279999999995,87.89199999999997,17.157840000000004
12/02/2003,0.0,16.28330494545455,109.56690436363627,100.98342909090901,92.10279999999995,16.223874181818186
19/02/2003,7.818181818181816,16.336792632727274,119.44657756363625,109.56690436363627,100.98342909090901,16.28330494545455
26/02/2003,7.818181818181816,17.28493155127273,124.58555617090896,119.44657756363625,109.56690436363627,16.336792632727274
05/03/2003,7.818181818181816,17.420074759781823,129.04881873563622,124.58555617090896,119.44657756363625,17.28493155127273
12/03/2003,18.181818181818183,16.641703647440004,139.47666413479985,129.04881873563622,124.58555617090896,17.420074759781823
19/03/2003,18.181818181818183,15.941169646332368,153.40717953950164,139.47666413479985,129.04881873563622,16.641703647440004
26/03/2003,18.181818181818183,15.310689045335494,170.4900979491878,153.40717953950164,139.47666413479985,15.941169646332368
02/04/2003,18.181818181818183,16.72507468625649,180.50108815426898,170.4900979491878,153.40717953950164,15.310689045335494
09/04/2003,18.181818181818183,17.098021763085388,188.64734297520567,180.50108815426898,170.4900979491878,16.72507468625649
16/04/2003,18.181818181818183,16.533674132231397,199.61533595041232,188.64734297520567,180.50108815426898,17.098021763085388
23/04/2003,6.545454545454545,17.825761264462802,201.79562053718922,199.61533595041232,188.64734297520567,16.533674132231397
30/04/2003,6.545454545454545,17.188639683471067,207.1615130289248,201.79562053718922,199.61533595041232,17.825761264462802
07/05/2003,48.0,17.69704844239669,218.27627081694135,207.1615130289248,201.79562053718922,17.188639683471067
14/05/2003,48.0,17.254616325429748,231.6031891897926,218.27627081694135,207.1615130289248,17.69704844239669
21/05/2003,8.0,16.856427420159502,238.92105208899508,231.6031891897926,218.27627081694135,17.254616325429748
28/05/2003,8.0,16.49805740541628,248.03076506191368,238.92105208899508,231.6031891897926,16.856427420159502
04/06/2003,31.818181818181817,17.257342573965563,258.10768855572223,248.03076506191368,238.92105208899508,16.49805740541628
11/06/2003,31.818181818181817,18.840699225659918,260.267828791059,258.10768855572223,248.03076506191368,17.257342573965563
18/06/2003,39.090909090909086,20.26572021218484,256.7574095483166,260.267828791059,258.10768855572223,18.840699225659918
25/06/2003,9.09090909090909,19.748239100057265,249.8343958662121,256.7574095483166,260.267828791059,20.26572021218484
02/07/2003,9.09090909090909,19.28250609914245,245.24004718868167,249.8343958662121,256.7574095483166,19.748239100057265
09/07/2003,9.09090909090909,18.863346398319113,242.74149701526792,245.24004718868167,249.8343958662121,19.28250609914245
16/07/2003,23.636363636363637,20.286102667578113,236.0382564046501,242.74149701526792,245.24004718868167,18.863346398319113
23/07/2003,23.636363636363637,19.766583309911212,231.93261258236677,236.0382564046501,242.74149701526792,20.286102667578113
30/07/2003,23.636363636363637,21.099015888011003,221.16480586958448,231.93261258236677,236.0382564046501,19.766583309911212
06/08/2003,17.454545454545453,20.31638702648263,213.07377982808043,221.16480586958448,231.93261258236677,21.099015888011003
13/08/2003,44.36363636363637,21.412021051107093,204.88640184527225,213.07377982808043,221.16480586958448,20.31638702648263
20/08/2003,44.36363636363637,21.498091673269112,196.26867075165396,204.88640184527225,213.07377982808043,21.412021051107093
27/08/2003,44.36363636363637,21.575555233214928,187.26362185830658,196.26867075165396,204.88640184527225,21.498091673269112
03/09/2003,44.36363636363637,21.463454255347983,178.81907785429394,187.26362185830658,196.26867075165396,21.575555233214928
10/09/2003,24.0,20.46256337526773,171.30626097795528,178.81907785429394,187.26362185830658,21.463454255347983
17/09/2003,40.90909090909091,20.461761583195504,167.17927124379594,171.30626097795528,178.81907785429394,20.46256337526773
24/09/2003,40.90909090909091,19.5610399703305,167.55588957396162,167.17927124379594,171.30626097795528,20.461761583195504
01/10/2003,40.90909090909091,18.568572336933816,172.89484607111072,167.55588957396162,167.17927124379594,19.5610399703305
08/10/2003,40.90909090909091,17.675351466876798,182.6999069185449,172.89484607111072,167.55588957396162,18.568572336933816
15/10/2003,40.90909090909091,18.671452683825482,187.5244616812357,182.6999069185449,172.89484607111072,17.675351466876798
22/10/2003,22.181818181818183,17.7679437790793,193.12110642220284,187.5244616812357,182.6999069185449,18.671452683825482
29/10/2003,33.81818181818182,17.854785764807733,200.61081396180055,193.12110642220284,187.5244616812357,17.7679437790793
05/11/2003,33.81818181818182,16.85112537014514,213.1188234747112,200.61081396180055,193.12110642220284,17.854785764807733
12/11/2003,33.81818181818182,16.84783101494881,225.6433047636035,213.1188234747112,200.61081396180055,16.85112537014514
19/11/2003,3.2727272727272716,15.944866095272111,236.5735197417884,225.6433047636035,213.1188234747112,16.84783101494881
26/11/2003,3.2727272727272716,16.93219766756308,242.56707685851845,236.5735197417884,225.6433047636035,15.944866095272111
03/12/2003,0.0,16.738977900806773,248.8721873544846,242.56707685851845,236.5735197417884,16.93219766756308
10/12/2003,0.0,15.665080110726096,260.54678680085414,248.8721873544846,242.56707685851845,16.738977900806773
17/12/2003,0.0,16.498572099653487,268.0539263025867,260.54678680085414,248.8721873544846,15.665080110726096
24/12/2003,0.0,16.34871488968814,276.310351854146,268.0539263025867,260.54678680085414,16.498572099653487
31/12/2003,0.0,17.113843400719325,280.7411348505494,276.310351854146,268.0539263025867,16.34871488968814
07/01/2004,0.0,16.902459060647395,286.2288395473124,280.7411348505494,276.310351854146,17.113843400719325
14/01/2004,0.0,16.712213154582656,292.66777377439917,286.2288395473124,280.7411348505494,16.902459060647395
21/01/2004,0.0,16.54099183912439,299.9628145787772,292.66777377439917,286.2288395473124,16.712213154582656
28/01/2004,0.0,17.28689265521195,303.52835130271745,299.9628145787772,292.66777377439917,16.54099183912439
04/02/2004,0.0,18.14002157150894,302.82824344517275,303.52835130271745,299.9628145787772,17.28689265521195
11/02/2004,13.090909090909086,18.00783759617623,305.40723728247343,302.82824344517275,303.52835130271745,18.14002157150894
18/02/2004,13.090909090909086,18.788872018376793,304.08105900877126,305.40723728247343,302.82824344517275,18.00783759617623
25/02/2004,13.090909090909086,18.5918029983573,303.7402258351666,304.08105900877126,305.40723728247343,18.788872018376793
03/03/2004,13.090909090909086,18.596259062157934,303.37711234255875,303.7402258351666,304.08105900877126,18.5918029983573
10/03/2004,13.090909090909086,18.600269519578504,302.99394656284807,303.37711234255875,303.7402258351666,18.596259062157934
17/03/2004,33.45454545454545,18.603878931257018,306.66546099747205,302.99394656284807,303.37711234255875,18.600269519578504
24/03/2004,33.45454545454545,19.50712740176768,305.8207330795427,306.66546099747205,302.99394656284807,18.603878931257018
31/03/2004,33.45454545454545,20.320051025227276,300.9113870443154,305.8207330795427,306.66546099747205,19.50712740176768
07/04/2004,33.45454545454545,21.233500468159097,291.434793794429,300.9113870443154,305.8207330795427,20.320051025227276
14/04/2004,33.45454545454545,20.255604966797733,286.8476780513495,291.434793794429,300.9113870443154,21.233500468159097
21/04/2004,33.45454545454545,21.17549901557251,277.66109206439603,286.8476780513495,291.434793794429,20.255604966797733
28/04/2004,33.45454545454545,22.003403659469804,264.3349828579561,277.66109206439603,286.8476780513495,21.17549901557251
05/05/2004,33.45454545454545,21.13033602079555,255.37421184488744,264.3349828579561,277.66109206439603,22.003403659469804
12/05/2004,24.727272727272727,21.244575145988723,244.09679066039837,255.37421184488744,264.3349828579561,21.13033602079555
19/05/2004,17.454545454545453,21.347390358662576,230.85074795799457,244.09679066039837,255.37421184488744,21.244575145988723
26/05/2004,17.454545454545453,20.539924050069047,221.64203679855842,230.85074795799457,244.09679066039837,21.347390358662576
02/06/2004,17.454545454545453,21.795022554153054,206.15783311870226,221.64203679855842,230.85074795799457,20.539924050069047
09/06/2004,17.454545454545453,21.124611207828657,194.02568617046808,206.15783311870226,221.64203679855842,21.795022554153054
16/06/2004,17.454545454545453,21.421240996136703,180.41039028069366,194.02568617046808,206.15783311870226,21.124611207828657
23/06/2004,50.90909090909091,21.688207805613942,172.15116943444212,180.41039028069366,194.02568617046808,21.421240996136703
30/06/2004,50.90909090909091,21.02847793414346,167.190597945543,172.15116943444212,180.41039028069366,21.688207805613942
07/07/2004,29.09090909090909,20.434721049820023,160.8351745146247,167.190597945543,172.15116943444212,21.02847793414346
14/07/2004,74.54545454545455,21.70033985392893,157.24256615407094,160.8351745146247,167.190597945543,20.434721049820023
21/07/2004,67.27272727272727,21.93939677762695,151.00012772048166,157.24256615407094,160.8351745146247,21.70033985392893
28/07/2004,9.09090909090909,21.254548008955165,136.54556949388765,151.00012772048166,157.24256615407094,21.93939677762695
04/08/2004,49.45454545454545,22.256365935332376,125.15464890813487,136.54556949388765,151.00012772048166,21.254548008955165
11/08/2004,49.45454545454545,21.358002069071865,118.25554765368463,125.15464890813487,136.54556949388765,22.256365935332376
18/08/2004,39.27272727272727,21.449474589437408,108.86272016104304,118.25554765368463,125.15464890813487,21.358002069071865
25/08/2004,37.81818181818182,22.431799857766393,94.26735723584744,108.86272016104304,118.25554765368463,21.449474589437408
01/09/2004,4.909090909090908,22.2340744174443,74.07880333044412,94.26735723584744,108.86272016104304,22.431799857766393
08/09/2004,4.909090909090908,22.056121521154417,54.78001390649021,74.07880333044412,94.26735723584744,22.2340744174443
15/09/2004,40.90909090909091,20.995963914493522,47.98201251584078,54.78001390649021,74.07880333044412,22.056121521154417
22/09/2004,1.0909090909090908,20.941822068498716,33.49108399152902,47.98201251584078,54.78001390649021,20.995963914493522
29/09/2004,1.0909090909090908,19.993094407103392,23.743793774193875,33.49108399152902,47.98201251584078,20.941822068498716
06/10/2004,1.0909090909090908,19.857421330029418,14.674868942228606,23.743793774193875,33.49108399152902,19.993094407103392
13/10/2004,1.0909090909090908,20.63531556066284,1.7164729570962294,14.674868942228606,23.743793774193875,19.857421330029418
20/10/2004,1.0909090909090908,20.43542036823292,0,1.7164729570962294,14.674868942228606,20.63531556066284
27/10/2004,1.0909090909090908,19.35551469504599,0,0,1.7164729570962294,20.43542036823292
03/11/2004,1.0909090909090908,18.201781407359576,0,0,0,19.35551469504599
10/11/2004,1.0909090909090908,17.163421448441802,4.401074575972807,0,0,18.201781407359576
17/11/2004,2.363636363636363,16.228897485415803,13.729314421621062,4.401074575972807,0,17.163421448441802
24/11/2004,1.6363636363636358,15.387825918692405,27.117457555431763,13.729314421621062,4.401074575972807,16.228897485415803
01/12/2004,0.0,16.249043326823166,35.872240921315935,27.117457555431763,13.729314421621062,15.387825918692405
08/12/2004,0.0,17.02413899414085,40.75154595061169,35.872240921315935,27.117457555431763,16.249043326823166
15/12/2004,0.0,16.821725094726766,46.642920476977864,40.75154595061169,35.872240921315935,17.02413899414085
22/12/2004,0.0,17.53955258525409,48.94515755070742,46.642920476977864,40.75154595061169,16.821725094726766
29/12/2004,0.0,16.38559732672868,57.01717091706403,48.94515755070742,46.642920476977864,17.53955258525409
05/01/2005,0.0,15.347037594055811,70.28198294678498,57.01717091706403,48.94515755070742,16.38559732672868
12/01/2005,0.0,15.31233383465023,83.72031377353383,70.28198294678498,57.01717091706403,15.347037594055811
19/01/2005,0.0,16.18110045118521,92.81481151760778,83.72031377353383,70.28198294678498,15.31233383465023
26/01/2005,0.0,16.962990406066687,97.99985948727434,92.81481151760778,83.72031377353383,16.18110045118521
02/02/2005,13.27272727272727,16.0485095472782,110.41185720542879,97.99985948727434,92.81481151760778,16.962990406066687
09/02/2005,13.818181818181815,17.025476774368563,118.04810969722233,110.41185720542879,97.99985948727434,16.0485095472782
16/02/2005,13.818181818181815,16.10474727874989,130.28800966710924,118.04810969722233,110.41185720542879,17.025476774368563
23/02/2005,17.999999999999996,17.076090732693086,138.5075560036438,130.28800966710924,118.04810969722233,16.10474727874989
02/03/2005,17.999999999999996,18.13211802306014,141.4469658883431,138.5075560036438,130.28800966710924,17.076090732693086
09/03/2005,17.999999999999996,17.28254258439049,148.63425296639065,141.4469658883431,138.5075560036438,18.13211802306014
16/03/2005,17.999999999999996,17.417924689587807,155.1446295184516,148.63425296639065,141.4469658883431,17.28254258439049
23/03/2005,17.999999999999996,16.63976858426539,165.54578659712465,155.1446295184516,148.63425296639065,17.417924689587807
30/03/2005,17.999999999999996,17.739428089475215,170.44864614974858,165.54578659712465,155.1446295184516,16.63976858426539
06/04/2005,17.454545454545453,18.01093982598224,173.88485611074645,170.44864614974858,165.54578659712465,17.739428089475215
13/04/2005,4.363636363636363,17.355300388838565,177.9810814392809,173.88485611074645,170.44864614974858,18.01093982598224
20/04/2005,22.909090909090907,18.565224895409255,179.7367751440528,177.9810814392809,173.88485611074645,17.355300388838565
27/04/2005,22.909090909090907,19.654156951322875,176.04780856925663,179.7367751440528,177.9810814392809,18.565224895409255
04/05/2005,22.909090909090907,19.916013983463316,171.04955683375823,176.04780856925663,179.7367751440528,19.654156951322875
11/05/2005,72.72727272727273,19.25168531238971,179.33658481726422,171.04955683375823,176.04780856925663,19.916013983463316
18/05/2005,34.18181818181818,20.453789508423466,173.90400091151054,179.33658481726422,171.04955683375823,19.25168531238971
25/05/2005,34.18181818181818,20.635683284853847,167.56194812360494,173.90400091151054,179.33658481726422,20.453789508423466
01/06/2005,69.0909090909091,20.981205865459373,166.47410061448988,167.56194812360494,173.90400091151054,20.635683284853847
08/06/2005,49.090909090909086,21.292176188004348,159.83140149264997,166.47410061448988,167.56194812360494,20.981205865459373
15/06/2005,63.63636363636363,21.572049478294822,154.6984268284486,159.83140149264997,166.47410061448988,21.292176188004348
22/06/2005,63.63636363636363,21.82393543955625,148.30602235794007,154.6984268284486,159.83140149264997,21.572049478294822
29/06/2005,63.63636363636363,22.05063280469154,140.7801310617551,148.30602235794007,154.6984268284486,21.82393543955625
06/07/2005,63.63636363636363,22.254660433313294,132.23410162246137,140.7801310617551,148.30602235794007,22.05063280469154
13/07/2005,55.45454545454545,21.538285299072875,125.63358421800608,132.23410162246137,140.7801310617551,22.254660433313294
20/07/2005,2.727272727272727,22.693547678256497,102.71130037217813,125.63358421800608,132.23410162246137,21.538285299072875
27/07/2005,2.727272727272727,21.93328381952176,83.59033582002388,102.71130037217813,125.63358421800608,22.693547678256497
03/08/2005,2.727272727272727,22.86722816484231,59.79964954126688,83.59033582002388,102.71130037217813,21.93328381952176
10/08/2005,2.727272727272727,23.707778075630806,31.806213708567398,59.79964954126688,83.59033582002388,22.86722816484231
17/08/2005,2.727272727272727,22.664272995340454,9.030303277319675,31.806213708567398,59.79964954126688,23.707778075630806
24/08/2005,72.0,21.725118423079135,4.804711161924002,9.030303277319675,31.806213708567398,22.664272995340454
31/08/2005,72.0,20.879879308043947,4.8053146217042695,4.804711161924002,9.030303277319675,21.725118423079135
07/09/2005,72.0,19.9373459226941,9.518585008233773,4.8053146217042695,4.804711161924002,20.879879308043947
14/09/2005,72.0,20.889065875879236,9.473255628837592,9.518585008233773,4.8053146217042695,19.9373459226941
21/09/2005,72.0,21.74561383374586,5.14518646010829,9.473255628837592,9.518585008233773,20.889065875879236
28/09/2005,5.454545454545454,22.51650699582582,0,5.14518646010829,9.473255628837592,21.74561383374586
05/10/2005,10.545454545454545,21.228492659879603,0,0,5.14518646010829,22.51650699582582
12/10/2005,14.545454545454547,21.869279757528005,0,0,0,21.228492659879603
19/10/2005,14.545454545454547,20.645988145411568,0,0,0,21.869279757528005
26/10/2005,34.54545454545455,19.545025694506776,0,0,0,20.645988145411568
02/11/2005,11.27272727272727,18.372341306874283,0.39283892017403943,0,0,19.545025694506776
09/11/2005,0.18181818181818177,18.21692535800504,0,0.39283892017403943,0,18.372341306874283
16/11/2005,0.18181818181818177,17.17705100402272,4.151108616250042,0,0.39283892017403943,18.21692535800504
23/11/2005,0.18181818181818177,17.14116408543863,8.481651825420535,4.151108616250042,0,17.17705100402272
30/11/2005,13.999999999999996,16.208865858712947,20.2373225318558,8.481651825420535,4.151108616250042,17.14116408543863
07/12/2005,13.999999999999996,16.987979272841653,28.097426167647537,20.2373225318558,8.481651825420535,16.208865858712947
14/12/2005,0.0,17.689181345557486,29.651519439860106,28.097426167647537,20.2373225318558,16.987979272841653
21/12/2005,0.0,17.42026321100174,32.550203384851415,29.651519439860106,28.097426167647537,17.689181345557486
28/12/2005,0.0,16.278236889901564,41.159018935343596,32.550203384851415,29.651519439860106,17.42026321100174
04/01/2006,0.0,15.250413200911408,54.90695293078655,41.159018935343596,32.550203384851415,16.278236889901564
11/01/2006,0.0,14.325371880820267,73.28009352668522,54.90695293078655,41.159018935343596,15.250413200911408
18/01/2006,0.0,15.292834692738241,86.81592006299402,73.28009352668522,54.90695293078655,14.325371880820267
25/01/2006,0.0,15.263551223464416,100.49816394567193,86.81592006299402,73.28009352668522,15.292834692738241
01/02/2006,0.0,15.419014282936157,113.40309253099115,100.49816394567193,86.81592006299402,15.263551223464416
08/02/2006,0.0,15.558931036460724,125.60843734868753,113.40309253099115,100.49816394567193,15.419014282936157
15/02/2006,0.0,14.784856114632833,141.68415677552338,125.60843734868753,113.40309253099115,15.558931036460724
22/02/2006,0.0,14.988188684987731,156.7432133505847,141.68415677552338,125.60843734868753,14.784856114632833
01/03/2006,0.0,15.353006180125321,169.9781824499581,156.7432133505847,141.68415677552338,14.988188684987731
08/03/2006,0.0,14.781341925749153,186.07147282121232,169.9781824499581,156.7432133505847,15.353006180125321
15/03/2006,0.0,16.066844096810602,195.7372523371593,186.07147282121232,169.9781824499581,14.781341925749153
22/03/2006,0.0,17.223796050765905,199.61827208332977,195.7372523371593,186.07147282121232,16.066844096810602
29/03/2006,0.0,17.36505280932568,202.79300803670137,199.61827208332977,195.7372523371593,17.223796050765905
05/04/2006,0.0,18.57400207384766,199.92299766746308,202.79300803670137,199.61827208332977,17.36505280932568
12/04/2006,0.0,19.66205641191744,191.61271560787588,199.92299766746308,202.79300803670137,18.57400207384766
19/04/2006,20.727272727272727,18.841305316180243,191.5516435724292,191.61271560787588,199.92299766746308,19.66205641191744
26/04/2006,29.454545454545453,18.102629330016764,196.9294060132545,191.5516435724292,191.61271560787588,18.841305316180243
03/05/2006,29.454545454545453,18.519639124287814,200.2221194827245,196.9294060132545,191.5516435724292,18.102629330016764
10/05/2006,29.454545454545453,17.99494793913176,206.13828887797482,200.2221194827245,196.9294060132545,18.519639124287814
17/05/2006,56.0,17.52272587249131,219.72465951551825,206.13828887797482,200.2221194827245,17.99494793913176
24/05/2006,56.0,17.997726012514907,230.93602945294373,219.72465951551825,206.13828887797482,17.52272587249131
31/05/2006,32.72727272727273,17.525226138536144,239.85535330571756,230.93602945294373,219.72465951551825,17.997726012514907
07/06/2006,32.72727272727273,17.281794433773438,249.99183568230492,239.85535330571756,230.93602945294373,17.525226138536144
14/06/2006,32.72727272727273,18.862705899487004,252.22376073032444,249.99183568230492,239.85535330571756,17.281794433773438
21/06/2006,78.18181818181817,19.385526218629213,260.93249327354204,252.22376073032444,249.99183568230492,18.862705899487004
28/06/2006,44.54545454545455,20.756064505857204,256.06126165334695,260.93249327354204,252.22376073032444,19.385526218629213
05/07/2006,69.0909090909091,20.189548964362395,258.9316986497168,256.06126165334695,260.93249327354204,20.756064505857204
12/07/2006,69.0909090909091,19.679684977017065,264.3514555828133,258.9316986497168,256.06126165334695,20.189548964362395
19/07/2006,69.0909090909091,21.02080738840627,263.0656004589638,264.3514555828133,258.9316986497168,19.679684977017065
26/07/2006,69.0909090909091,22.227817558656554,255.74469448386284,263.0656004589638,264.3514555828133,21.02080738840627
02/08/2006,69.0909090909091,23.132308530063625,243.90133365172653,255.74469448386284,263.0656004589638,22.227817558656554
09/08/2006,69.0909090909091,23.94635040432999,227.9877634482584,243.90133365172653,255.74469448386284,23.132308530063625
16/08/2006,60.36363636363637,22.87898809116972,215.66555026513706,227.9877634482584,243.90133365172653,23.94635040432999
23/08/2006,60.36363636363637,23.718362009325475,199.14646749123696,215.66555026513706,227.9877634482584,22.87898809116972
